Delta,Feature,Mu_star,Morris_sensitivity
2e-06,AGE5064,-9.529814988565814e-07,-8.101971213506522e-08
2e-06,VaccinationFull,-0.001144054289377326,-0.00021207018405663573
4e-06,AGE5064,9.529814988565814e-07,8.101971213506522e-08
4e-06,VaccinationFull,-0.0007088991124619394,-0.00013140667069148679
6e-06,AGE5064,1.9059629977131623e-06,1.6203942427013042e-07
6e-06,VaccinationFull,-0.000553602835710769,-0.00010261982875599108
8e-06,AGE5064,1.429472248284872e-06,1.2152956820259784e-07
8e-06,VaccinationFull,-0.000471308912528258,-8.736523148897118e-05
1e-05,AGE5064,1.52477039817053e-06,1.2963153941610433e-07
1e-05,VaccinationFull,-0.0004293658143098327,-7.959035520759453e-05
2e-05,AGE5064,-0.0007404189755366208,-6.294826534333892e-05
2e-05,VaccinationFull,-0.00042669746611303426,-7.909573087160236e-05
4e-05,AGE5064,-0.000334008103080496,-2.8396396356938668e-05
4e-05,VaccinationFull,-0.0003403811668540994,-6.309551685999905e-05
6e-05,AGE5064,-0.00014814097399725554,-1.2594514251395887e-05
6e-05,VaccinationFull,-0.00033899934368075734,-6.283937211457453e-05
8e-05,AGE5064,-0.0001388374921146682,-1.1803559311677314e-05
8e-05,VaccinationFull,-0.0003187127500238479,-5.907890227441992e-05
0.0001,AGE5064,-0.00015206249286505038,-1.292791036683168e-05
0.0001,VaccinationFull,-0.0003337912997895061,-6.1873971401647e-05
0.0002,AGE5064,-4.798261846742886e-06,-4.079342506000533e-07
0.0002,VaccinationFull,-0.00033176859655818303,-6.149902848981008e-05
0.0004,AGE5064,5.610678574518121e-07,4.770035551951964e-08
0.0004,VaccinationFull,-0.00029044493631401455,-5.383897571500304e-05
0.0006,AGE5064,-7.881951146792974e-06,-6.701005357837686e-07
0.0006,VaccinationFull,-0.0002569944915528995,-4.763835915062045e-05
0.0008,AGE5064,-8.324889005949021e-06,-7.077578228198789e-07
0.0008,VaccinationFull,-0.00027716573474088484,-5.137744679291708e-05
0.001,AGE5064,-9.649890657421742e-06,-8.204056050796703e-07
0.001,VaccinationFull,-0.0002625992934081747,-4.867730579160207e-05
0.002,AGE5064,-1.0991212117062381e-05,-9.344408499097747e-07
0.002,VaccinationFull,-0.000257465820319209,-4.772572806235003e-05
0.004,AGE5064,7.2152611732178914e-06,6.134204955026126e-07
0.004,VaccinationFull,-0.0002426737606166445,-4.498376480691138e-05
0.006,AGE5064,7.842720075090045e-06,6.667652243008751e-07
0.006,VaccinationFull,-0.00022875566436365637,-4.240380574247254e-05
0.008,AGE5064,3.2466888439170153e-07,2.760240317801503e-08
0.008,VaccinationFull,-0.0002149624881021434,-3.984700275185858e-05
0.01,AGE5064,-2.8863427146618702e-06,-2.4538845312907877e-07
0.01,VaccinationFull,-0.00013007797207162814,-2.4112194443113485e-05
