FIPS,Poor or fair health,Adult obesity,Physical inactivity,Diabetes prevalence,Food insecurity
41041,0.192429579,0.361,0.247,0.122,0.147
41043,0.192078071,0.349,0.218,0.102,0.131
41045,0.260107316,0.399,0.23,0.097,0.143
41047,0.205958475,0.349,0.184,0.111,0.118
41049,0.248350216,0.369,0.206,0.148,0.111
41051,0.166207709,0.239,0.141,0.079,0.12
41053,0.181762807,0.347,0.188,0.112,0.115
41055,0.182699807,0.351,0.275,0.086,0.135
41057,0.192212014,0.384,0.273,0.089,0.136
41059,0.225861634,0.356,0.245,0.128,0.132
41061,0.196872908,0.399,0.194,0.117,0.135
41063,0.173732975,0.268,0.235,0.134,0.149
41065,0.205595709,0.283,0.235,0.085,0.125
41067,0.146603749,0.29,0.143,0.084,0.09
41069,0.212899189,0.256,0.262,0.147,0.154
41071,0.184276851,0.348,0.236,0.126,0.111
42001,0.16752113,0.312,0.225,0.119,0.082
42003,0.160596238,0.286,0.196,0.091,0.106
42005,0.187361163,0.44,0.34,0.151,0.117
42007,0.172118016,0.366,0.241,0.12,0.107
42009,0.193106775,0.306,0.267,0.123,0.112
42011,0.192363953,0.342,0.223,0.104,0.096
42013,0.183869594,0.324,0.249,0.103,0.12
42015,0.186534301,0.394,0.32,0.156,0.107
42017,0.132129528,0.28,0.179,0.113,0.071
42019,0.144992381,0.33,0.18,0.1,0.083
42021,0.186937442,0.294,0.266,0.155,0.128
42023,0.193662472,0.244,0.235,0.104,0.126
42025,0.187030362,0.338,0.241,0.094,0.112
42027,0.160233594,0.24,0.183,0.079,0.088
42029,0.128593655,0.221,0.141,0.089,0.063
42031,0.193704028,0.323,0.238,0.102,0.123
42033,0.209597337,0.426,0.3,0.154,0.126
42035,0.197101935,0.389,0.176,0.094,0.128
42037,0.184022794,0.361,0.335,0.139,0.105
42039,0.195150027,0.394,0.22,0.153,0.12
42041,0.151233737,0.266,0.201,0.115,0.079
42043,0.179810864,0.331,0.232,0.105,0.106
42045,0.15517602,0.273,0.183,0.095,0.094
42047,0.170951409,0.316,0.216,0.138,0.099
42049,0.181131325,0.332,0.235,0.097,0.123
42051,0.21083518,0.369,0.284,0.129,0.142
42053,0.234628319,0.293,0.21,0.101,0.147
42055,0.178360707,0.333,0.245,0.129,0.097
42057,0.192125322,0.269,0.247,0.154,0.104
42059,0.187878721,0.356,0.297,0.193,0.125
42061,0.191823865,0.321,0.255,0.206,0.118
42063,0.191034602,0.274,0.235,0.103,0.118
42065,0.199367494,0.334,0.317,0.155,0.115
42067,0.203719788,0.301,0.191,0.193,0.101
42069,0.181011472,0.292,0.235,0.107,0.12
42071,0.177587703,0.331,0.213,0.109,0.087
42073,0.184744685,0.372,0.304,0.15,0.123
42075,0.185663827,0.382,0.222,0.125,0.091
42077,0.187924104,0.314,0.171,0.102,0.101
42079,0.202336242,0.329,0.283,0.119,0.119
42081,0.184976146,0.388,0.218,0.106,0.118
42083,0.198009453,0.355,0.217,0.106,0.13
42085,0.184808352,0.372,0.246,0.115,0.121
42087,0.209038053,0.349,0.229,0.151,0.12
42089,0.186073913,0.331,0.242,0.106,0.102
42091,0.135717268,0.254,0.182,0.081,0.07
42093,0.167722081,0.326,0.313,0.085,0.1
42095,0.170901884,0.314,0.273,0.108,0.087
42097,0.204875283,0.389,0.275,0.126,0.121
42099,0.182863783,0.295,0.233,0.08,0.087
42101,0.235507983,0.289,0.234,0.113,0.163
42103,0.16861895,0.294,0.284,0.104,0.101
42105,0.199610512,0.327,0.241,0.122,0.127
42107,0.195248065,0.368,0.242,0.137,0.117
42109,0.188826725,0.346,0.241,0.124,0.094
42111,0.203352076,0.402,0.305,0.13,0.113
42113,0.192779181,0.281,0.258,0.139,0.119
42115,0.189508577,0.369,0.305,0.134,0.108
42117,0.186399199,0.348,0.242,0.124,0.121
42119,0.177082771,0.299,0.201,0.087,0.095
42121,0.193602401,0.357,0.267,0.148,0.123
42123,0.175730721,0.341,0.209,0.103,0.113
42125,0.158657706,0.381,0.224,0.133,0.096
42127,0.179666623,0.3,0.256,0.115,0.109
42129,0.154145663,0.304,0.228,0.116,0.099
42131,0.171570322,0.312,0.308,0.124,0.097
42133,0.169934871,0.308,0.209,0.125,0.091
44001,0.124640007,0.229,0.19,0.078,0.081
44003,0.153910428,0.304,0.234,0.11,0.092
44005,0.121239542,0.254,0.19,0.085,0.09
44007,0.194916602,0.295,0.254,0.106,0.12
44009,0.131884394,0.255,0.187,0.087,0.078
45001,0.217903142,0.367,0.276,0.165,0.144
45003,0.19072463,0.364,0.282,0.133,0.106
45005,0.306878127,0.369,0.304,0.223,0.177
45007,0.193331092,0.352,0.286,0.154,0.109
45009,0.249483242,0.402,0.364,0.214,0.167
45011,0.24785272,0.413,0.31,0.18,0.171
45013,0.143976377,0.25,0.17,0.083,0.086
45015,0.179708922,0.378,0.247,0.136,0.092
45017,0.205110793,0.454,0.347,0.149,0.125
45019,0.144283674,0.286,0.201,0.112,0.096
45021,0.224026956,0.444,0.374,0.159,0.132
45023,0.232524475,0.427,0.344,0.167,0.142
45025,0.249840787,0.375,0.337,0.172,0.136
45027,0.24708179,0.414,0.319,0.175,0.16
45029,0.245983929,0.402,0.359,0.174,0.128
45031,0.225782434,0.365,0.316,0.176,0.146
45033,0.298523944,0.41,0.328,0.184,0.185
45035,0.166773653,0.336,0.241,0.113,0.091
45037,0.21645828,0.38,0.323,0.182,0.114
45039,0.246110564,0.452,0.362,0.204,0.158
45041,0.209889059,0.393,0.319,0.164,0.128
45043,0.200642541,0.371,0.281,0.176,0.123
45045,0.157741646,0.295,0.239,0.109,0.091
45047,0.210104936,0.364,0.278,0.126,0.135
45049,0.267043014,0.397,0.375,0.179,0.119
45051,0.184716611,0.328,0.26,0.132,0.116
45053,0.241584231,0.369,0.252,0.178,0.122
45055,0.186763916,0.375,0.274,0.158,0.11
45057,0.183041354,0.323,0.258,0.148,0.1
45059,0.232322534,0.365,0.317,0.156,0.135
45061,0.280598925,0.401,0.364,0.176,0.163
45063,0.162600403,0.317,0.241,0.118,0.089
45065,0.226226064,0.38,0.291,0.178,0.134
45067,0.258816136,0.409,0.348,0.202,0.156
45069,0.287899382,0.421,0.35,0.173,0.169
45071,0.218279708,0.358,0.323,0.152,0.115
45073,0.196984321,0.334,0.226,0.137,0.123
45075,0.238297968,0.414,0.292,0.176,0.157
45077,0.179307136,0.303,0.222,0.117,0.102
45079,0.162739221,0.34,0.233,0.117,0.112
45081,0.223281636,0.388,0.324,0.174,0.101
45083,0.185181076,0.345,0.283,0.126,0.105
45085,0.218713001,0.403,0.292,0.144,0.143
45087,0.228062144,0.468,0.33,0.159,0.145
45089,0.27460224,0.458,0.345,0.234,0.164
45091,0.15147825,0.318,0.234,0.115,0.083
46003,0.130415081,0.313,0.209,0.213,0.086
46005,0.163308057,0.369,0.199,0.092,0.113
46007,0.262357716,0.416,0.249,0.152,0.182
46009,0.152707983,0.398,0.243,0.091,0.096
46011,0.120488668,0.299,0.161,0.075,0.093
46013,0.142547818,0.349,0.221,0.118,0.098
46015,0.157118663,0.35,0.268,0.083,0.127
46017,0.345748006,0.504,0.272,0.184,0.219
46019,0.163525396,0.326,0.222,0.115,0.113
46021,0.121461862,0.282,0.223,0.08,0.079
46023,0.199511631,0.405,0.179,0.093,0.134
46025,0.152155673,0.334,0.283,0.118,0.109
46027,0.140951033,0.313,0.201,0.107,0.123
46029,0.134885544,0.343,0.229,0.102,0.106
46031,0.301277836,0.452,0.277,0.199,0.213
46033,0.127103844,0.333,0.253,0.158,0.111
46035,0.136595601,0.295,0.237,0.11,0.112
46037,0.16109914,0.388,0.276,0.108,0.125
46039,0.132279864,0.406,0.223,0.109,0.098
46041,0.272906209,0.426,0.304,0.19,0.19
46043,0.132130357,0.28,0.24,0.123,0.087
46045,0.126283891,0.318,0.308,0.093,0.07
46047,0.153305319,0.388,0.237,0.143,0.124
46049,0.129673355,0.396,0.27,0.091,0.104
46051,0.132010306,0.252,0.207,0.077,0.084
46053,0.156802958,0.269,0.315,0.086,0.113
46055,0.166312613,0.289,0.284,0.097,0.11
46057,0.129260814,0.34,0.215,0.106,0.073
46059,0.122655593,0.377,0.244,0.084,0.095
46061,0.11911446,0.251,0.181,0.059,0.086
46063,0.13031693,0.416,0.25,0.073,0.08
46065,0.12991442,0.319,0.224,0.121,0.099
46067,0.135631231,0.339,0.198,0.112,0.098
46069,0.139741302,0.221,0.214,0.064,0.1
46071,0.284793644,0.392,0.294,0.155,0.225
46073,0.137203363,0.235,0.255,0.17,0.092
46075,0.128772211,0.266,0.25,0.121,0.09
46077,0.128674842,0.293,0.28,0.127,0.088
46079,0.126198493,0.326,0.245,0.08,0.099
46081,0.122513123,0.268,0.177,0.089,0.107
46083,0.109492838,0.313,0.198,0.091,0.058
46085,0.199025697,0.376,0.292,0.137,0.134
46087,0.133477979,0.35,0.226,0.116,0.087
46089,0.155351556,0.268,0.278,0.153,0.127
46091,0.136668726,0.268,0.22,0.128,0.089
46093,0.126842013,0.289,0.205,0.083,0.088
46095,0.297838369,0.404,0.297,0.134,0.223
46097,0.135572532,0.295,0.195,0.093,0.088
46099,0.126779843,0.311,0.209,0.085,0.095
46101,0.14840721,0.393,0.278,0.105,0.107
46102,0.348895447,0.404,0.262,0.186,0.269
46103,0.147640032,0.291,0.219,0.096,0.108
46105,0.141567376,0.303,0.227,0.104,0.103
46107,0.125040313,0.305,0.31,0.098,0.085
46109,0.197443845,0.406,0.378,0.166,0.128
46111,0.134103921,0.312,0.335,0.17,0.096
46115,0.131487381,0.395,0.243,0.098,0.096
46117,0.108805159,0.259,0.244,0.117,0.064
46119,0.118049169,0.274,0.229,0.129,0.066
46121,0.347550307,0.404,0.256,0.16,0.259
46123,0.165415989,0.362,0.249,0.115,0.118
46125,0.128927402,0.379,0.224,0.106,0.096
46127,0.117291409,0.338,0.175,0.089,0.083
46129,0.143995814,0.293,0.216,0.087,0.109
46135,0.142019603,0.363,0.196,0.098,0.109
46137,0.304643849,0.525,0.272,0.19,0.206
47001,0.209688129,0.335,0.279,0.154,0.139
47003,0.245939115,0.344,0.322,0.098,0.129
47005,0.272294656,0.33,0.261,0.113,0.175
47007,0.265233818,0.372,0.305,0.097,0.177
47009,0.195742065,0.359,0.249,0.108,0.109
47011,0.222064387,0.372,0.299,0.145,0.136
47013,0.268489809,0.31,0.314,0.146,0.169
47015,0.236566804,0.388,0.259,0.11,0.132
47017,0.248212873,0.338,0.328,0.119,0.162
47019,0.258560467,0.381,0.302,0.185,0.169
47021,0.203361033,0.303,0.192,0.093,0.103
47023,0.223047965,0.345,0.255,0.166,0.135
47025,0.257746514,0.306,0.285,0.165,0.169
47027,0.284598413,0.32,0.322,0.148,0.176
47029,0.274856022,0.41,0.315,0.19,0.18
47031,0.218826224,0.307,0.343,0.145,0.13
47033,0.268190655,0.462,0.391,0.165,0.148
47035,0.219743395,0.346,0.3,0.162,0.143
47037,0.194055853,0.292,0.228,0.087,0.124
47039,0.242606384,0.336,0.347,0.154,0.152
47041,0.239259791,0.354,0.281,0.215,0.139
47043,0.223554831,0.277,0.221,0.135,0.121
47045,0.242113216,0.379,0.378,0.149,0.157
47047,0.213710244,0.443,0.312,0.144,0.122
47049,0.272874204,0.307,0.273,0.134,0.167
47051,0.211328598,0.329,0.254,0.132,0.132
47053,0.240326869,0.409,0.323,0.188,0.147
47055,0.232394512,0.329,0.402,0.099,0.132
47057,0.254662686,0.29,0.378,0.115,0.15
47059,0.245147597,0.376,0.324,0.198,0.153
47061,0.280251475,0.333,0.218,0.153,0.176
47063,0.252837588,0.347,0.357,0.146,0.145
47065,0.195386745,0.312,0.241,0.124,0.122
47067,0.277221289,0.286,0.231,0.105,0.187
47069,0.302095261,0.353,0.329,0.203,0.164
47071,0.247763733,0.347,0.369,0.144,0.151
47073,0.243325464,0.32,0.347,0.163,0.155
47075,0.286573205,0.47,0.309,0.177,0.165
47077,0.241119409,0.384,0.335,0.194,0.153
47079,0.241322293,0.344,0.341,0.178,0.154
47081,0.243577013,0.381,0.264,0.151,0.14
47083,0.253418996,0.254,0.285,0.106,0.151
47085,0.231357456,0.359,0.327,0.131,0.152
47087,0.254304856,0.368,0.356,0.138,0.163
47089,0.22785305,0.42,0.284,0.153,0.132
47091,0.267402976,0.296,0.264,0.128,0.164
47093,0.191768327,0.291,0.219,0.108,0.117
47095,0.304459116,0.349,0.317,0.099,0.199
47097,0.302110822,0.474,0.36,0.215,0.186
47099,0.250903662,0.372,0.417,0.134,0.147
47101,0.245705646,0.429,0.309,0.17,0.152
47103,0.234695688,0.354,0.354,0.117,0.134
47105,0.197786116,0.248,0.263,0.177,0.108
47107,0.237701162,0.359,0.345,0.128,0.149
47109,0.266033701,0.316,0.381,0.182,0.161
47111,0.263853503,0.356,0.38,0.171,0.141
47113,0.235622601,0.402,0.308,0.153,0.145
47115,0.235643489,0.328,0.338,0.178,0.152
47117,0.230673833,0.427,0.296,0.122,0.126
47119,0.206067947,0.319,0.315,0.129,0.114
47121,0.236914243,0.313,0.349,0.173,0.141
47123,0.263839901,0.366,0.267,0.108,0.146
47125,0.211847253,0.362,0.259,0.124,0.125
47127,0.212027504,0.293,0.209,0.112,0.097
47129,0.277100356,0.379,0.315,0.199,0.163
47131,0.265281442,0.392,0.395,0.174,0.17
47133,0.250642469,0.355,0.297,0.112,0.132
47135,0.288687575,0.293,0.266,0.166,0.177
47137,0.253342147,0.307,0.324,0.117,0.141
47139,0.245311998,0.404,0.34,0.149,0.139
47141,0.225081677,0.283,0.251,0.095,0.133
47143,0.258139204,0.397,0.284,0.196,0.165
47145,0.214760139,0.366,0.234,0.142,0.137
47147,0.204196598,0.381,0.314,0.097,0.106
47149,0.187676805,0.333,0.227,0.112,0.099
47151,0.271491305,0.398,0.341,0.175,0.177
47153,0.229535856,0.367,0.25,0.128,0.147
47155,0.227127894,0.44,0.365,0.171,0.131
47157,0.232131905,0.349,0.265,0.115,0.15
47159,0.235275538,0.318,0.264,0.129,0.126
47161,0.220749429,0.294,0.217,0.125,0.149
47163,0.217068012,0.333,0.311,0.132,0.143
47165,0.184443238,0.272,0.317,0.102,0.1
47167,0.221427689,0.371,0.317,0.157,0.129
47169,0.245219945,0.248,0.219,0.107,0.135
47171,0.246814105,0.274,0.221,0.177,0.166
47173,0.274726927,0.337,0.286,0.152,0.155
47175,0.272361399,0.331,0.271,0.121,0.161
47177,0.273716297,0.354,0.337,0.159,0.161
47179,0.196814836,0.339,0.258,0.129,0.133
47181,0.262430058,0.335,0.396,0.152,0.153
47183,0.236690391,0.398,0.325,0.132,0.147
47185,0.256105347,0.367,0.242,0.173,0.138
47187,0.121626898,0.225,0.176,0.078,0.058
47189,0.172841949,0.337,0.219,0.114,0.091
48001,0.241228319,0.375,0.268,0.119,0.152
48003,0.231418701,0.314,0.271,0.074,0.101
48005,0.245263797,0.395,0.331,0.152,0.179
48007,0.232991602,0.381,0.338,0.134,0.184
48009,0.172133433,0.285,0.179,0.123,0.132
48011,0.155967667,0.224,0.211,0.112,0.121
48013,0.253574952,0.404,0.357,0.166,0.126
48015,0.194127501,0.323,0.269,0.098,0.131
48017,0.264162327,0.263,0.189,0.072,0.13
48019,0.185047849,0.289,0.271,0.146,0.156
48021,0.21769664,0.417,0.273,0.127,0.124
48023,0.184975356,0.267,0.247,0.104,0.161
48025,0.288952843,0.337,0.188,0.101,0.172
48027,0.197012138,0.326,0.239,0.111,0.162
48029,0.219063685,0.297,0.209,0.097,0.141
48031,0.173203585,0.219,0.237,0.118,0.131
48033,0.13929501,0.243,0.225,0.067,0.133
48035,0.204977527,0.256,0.275,0.113,0.156
48037,0.213916197,0.456,0.357,0.159,0.175
48039,0.175956004,0.32,0.317,0.115,0.123
48041,0.189742821,0.312,0.194,0.091,0.151
48043,0.202003289,0.259,0.216,0.118,0.152
48045,0.226165601,0.263,0.267,0.115,0.143
48047,0.359798484,0.349,0.233,0.095,0.216
48049,0.20593355,0.37,0.308,0.13,0.148
48051,0.210557947,0.466,0.274,0.133,0.142
48053,0.186965534,0.336,0.254,0.157,0.14
48055,0.255029624,0.391,0.233,0.126,0.146
48057,0.236811229,0.322,0.219,0.115,0.145
48059,0.197013141,0.393,0.271,0.178,0.155
48061,0.341206601,0.312,0.248,0.123,0.178
48063,0.235354647,0.214,0.24,0.081,0.175
48065,0.152734569,0.267,0.221,0.081,0.112
48067,0.221306195,0.456,0.352,0.16,0.188
48069,0.266336613,0.285,0.211,0.076,0.129
48071,0.191752404,0.329,0.245,0.087,0.139
48073,0.248298111,0.442,0.348,0.129,0.161
48075,0.241632786,0.234,0.178,0.072,0.157
48077,0.180107332,0.336,0.306,0.149,0.154
48079,0.316492284,0.274,0.19,0.131,0.165
48081,0.209851852,0.274,0.235,0.075,0.158
48083,0.224846311,0.213,0.25,0.159,0.17
48085,0.135422622,0.254,0.199,0.078,0.111
48087,0.24148997,0.26,0.191,0.09,0.145
48089,0.218446843,0.248,0.298,0.12,0.13
48091,0.161557092,0.297,0.218,0.077,0.122
48093,0.216306375,0.242,0.245,0.114,0.158
48095,0.280130003,0.196,0.213,0.057,0.103
48097,0.192345702,0.242,0.211,0.163,0.148
48099,0.208762617,0.311,0.235,0.056,0.166
48101,0.281811984,0.195,0.222,0.151,0.218
48103,0.22887221,0.203,0.178,0.066,0.086
48105,0.239964264,0.303,0.235,0.083,0.132
48107,0.287599242,0.257,0.202,0.082,0.168
48109,0.358352733,0.32,0.209,0.097,0.193
48111,0.243211334,0.277,0.243,0.079,0.13
48113,0.226367635,0.306,0.23,0.076,0.151
48115,0.314376852,0.278,0.236,0.157,0.171
48117,0.274405034,0.261,0.182,0.114,0.128
48119,0.215704712,0.289,0.211,0.084,0.192
48121,0.143108568,0.32,0.213,0.073,0.115
48123,0.240249527,0.255,0.32,0.111,0.15
48125,0.244778944,0.178,0.186,0.065,0.173
48127,0.360498885,0.264,0.251,0.097,0.183
48129,0.195252142,0.305,0.208,0.128,0.154
48131,0.344345951,0.259,0.222,0.146,0.19
48133,0.228495734,0.288,0.193,0.087,0.184
48135,0.239750474,0.373,0.32,0.087,0.117
48137,0.256384778,0.222,0.25,0.088,0.128
48139,0.17933409,0.382,0.262,0.125,0.123
48141,0.271316063,0.315,0.2,0.105,0.15
48143,0.202165432,0.339,0.264,0.163,0.147
48145,0.269010816,0.29,0.198,0.062,0.196
48147,0.204691354,0.321,0.249,0.089,0.149
48149,0.20626167,0.238,0.232,0.126,0.134
48151,0.206924845,0.223,0.213,0.076,0.157
48153,0.276653779,0.31,0.233,0.083,0.151
48155,0.216998845,0.283,0.224,0.153,0.133
48157,0.149423787,0.258,0.184,0.097,0.11
48159,0.174015077,0.303,0.24,0.135,0.144
48161,0.23233824,0.393,0.262,0.152,0.183
48163,0.31387666,0.292,0.207,0.051,0.143
48165,0.269844736,0.348,0.27,0.062,0.125
48167,0.191198507,0.347,0.259,0.121,0.15
48169,0.281560126,0.191,0.181,0.057,0.145
48171,0.175344801,0.235,0.278,0.104,0.131
48173,0.223534982,0.263,0.194,0.077,0.099
48175,0.210732923,0.312,0.26,0.116,0.149
48177,0.26585123,0.326,0.257,0.166,0.145
48179,0.239872639,0.359,0.269,0.225,0.157
48181,0.193065482,0.381,0.349,0.11,0.157
48183,0.226147118,0.344,0.234,0.09,0.172
48185,0.254005826,0.41,0.299,0.158,0.163
48187,0.192359893,0.333,0.208,0.1,0.116
48189,0.26473068,0.316,0.271,0.141,0.149
48191,0.311793957,0.254,0.229,0.094,0.193
48193,0.218665071,0.25,0.24,0.113,0.168
48195,0.270148945,0.268,0.215,0.074,0.139
48197,0.235229794,0.335,0.332,0.118,0.162
48199,0.191967326,0.371,0.268,0.085,0.156
48201,0.217831367,0.3,0.218,0.098,0.148
48203,0.216328641,0.447,0.336,0.148,0.158
48205,0.182298653,0.288,0.221,0.065,0.117
48207,0.267239887,0.279,0.332,0.105,0.182
48209,0.176086726,0.317,0.17,0.083,0.121
48211,0.219439049,0.216,0.222,0.07,0.135
48213,0.22014074,0.366,0.32,0.155,0.166
48215,0.331200466,0.382,0.244,0.111,0.182
48217,0.21751689,0.368,0.367,0.129,0.162
48219,0.24384716,0.293,0.26,0.1,0.142
48221,0.172057267,0.328,0.245,0.137,0.136
48223,0.218149562,0.32,0.305,0.104,0.164
48225,0.266659012,0.284,0.319,0.156,0.2
48227,0.244857185,0.357,0.299,0.061,0.152
48229,0.363247944,0.379,0.234,0.089,0.192
48231,0.216591476,0.386,0.321,0.141,0.166
48233,0.20916035,0.285,0.336,0.088,0.161
48235,0.183827464,0.237,0.213,0.096,0.139
48237,0.226197934,0.252,0.283,0.07,0.147
48239,0.208855609,0.333,0.286,0.134,0.151
48241,0.231866943,0.437,0.339,0.153,0.184
48243,0.190943722,0.255,0.224,0.097,0.117
48245,0.236247908,0.415,0.32,0.142,0.185
48247,0.333724273,0.227,0.224,0.084,0.187
48249,0.296982758,0.34,0.245,0.175,0.162
48251,0.196917329,0.396,0.292,0.128,0.128
48253,0.24629636,0.293,0.25,0.078,0.169
48255,0.262828175,0.268,0.194,0.058,0.143
48257,0.198576868,0.397,0.313,0.129,0.138
48259,0.144820736,0.335,0.255,0.101,0.112
48261,0.379197264,0.215,0.207,0.111,0.143
48263,0.182253603,0.278,0.238,0.125,0.174
48265,0.194321206,0.238,0.249,0.151,0.151
48267,0.22152815,0.304,0.258,0.092,0.18
48269,0.179715766,0.197,0.192,0.095,0.147
48271,0.310654495,0.225,0.212,0.095,0.169
48273,0.266000167,0.325,0.249,0.074,0.171
48275,0.233880248,0.261,0.208,0.081,0.153
48277,0.219126314,0.342,0.407,0.157,0.181
48279,0.294371343,0.253,0.266,0.164,0.169
48281,0.190257983,0.343,0.227,0.139,0.148
48283,0.295745495,0.236,0.228,0.056,0.12
48285,0.196755608,0.404,0.333,0.192,0.145
48287,0.21761251,0.379,0.266,0.148,0.141
48289,0.225231571,0.334,0.313,0.129,0.171
48291,0.24714364,0.376,0.305,0.187,0.167
48293,0.252685829,0.417,0.284,0.132,0.177
48295,0.214482079,0.291,0.246,0.081,0.131
48297,0.242884098,0.235,0.237,0.096,0.152
48299,0.187302216,0.255,0.255,0.124,0.166
48301,0.199402643,0.297,0.237,0.064,0.188
48303,0.208938888,0.313,0.22,0.058,0.153
48305,0.270881488,0.258,0.183,0.151,0.164
48307,0.228652929,0.31,0.231,0.134,0.161
48309,0.219311906,0.342,0.231,0.1,0.161
48311,0.196598649,0.239,0.264,0.097,0.133
48313,0.230520239,0.296,0.277,0.141,0.156
48315,0.237589333,0.452,0.286,0.221,0.195
48317,0.226764693,0.31,0.183,0.062,0.103
48319,0.204304301,0.248,0.259,0.089,0.152
48321,0.255194531,0.366,0.328,0.099,0.18
48323,0.360112125,0.307,0.255,0.174,0.181
48325,0.217389892,0.372,0.2,0.149,0.122
48327,0.211571599,0.291,0.266,0.106,0.157
48329,0.189626022,0.345,0.242,0.059,0.105
48331,0.242008462,0.41,0.335,0.183,0.169
48333,0.216208805,0.274,0.275,0.085,0.174
48335,0.23648725,0.201,0.19,0.194,0.132
48337,0.200876056,0.336,0.294,0.136,0.164
48339,0.163919627,0.293,0.18,0.094,0.125
48341,0.265778415,0.278,0.205,0.087,0.126
48343,0.213948069,0.333,0.196,0.146,0.187
48345,0.204415347,0.241,0.251,0.133,0.151
48347,0.234526164,0.351,0.298,0.124,0.19
48349,0.241176719,0.348,0.225,0.179,0.167
48351,0.239283879,0.352,0.219,0.082,0.2
48353,0.239793817,0.268,0.254,0.155,0.157
48355,0.237848234,0.332,0.25,0.13,0.146
48357,0.243902679,0.271,0.33,0.124,0.116
48359,0.193565726,0.252,0.217,0.115,0.135
48361,0.197371731,0.455,0.375,0.16,0.168
48363,0.219295112,0.41,0.292,0.148,0.168
48365,0.217033114,0.34,0.254,0.127,0.168
48367,0.16567245,0.322,0.252,0.091,0.124
48369,0.277770544,0.374,0.244,0.113,0.125
48371,0.269800809,0.393,0.267,0.169,0.118
48373,0.236566773,0.399,0.335,0.204,0.182
48375,0.259839846,0.314,0.243,0.113,0.159
48377,0.399054668,0.3,0.228,0.192,0.218
48379,0.201233911,0.27,0.184,0.087,0.152
48381,0.158502247,0.297,0.265,0.078,0.119
48383,0.252692336,0.279,0.202,0.067,0.11
48385,0.249495315,0.2,0.215,0.09,0.199
48387,0.234427461,0.4,0.372,0.213,0.188
48389,0.279301506,0.291,0.254,0.134,0.101
48391,0.250846274,0.204,0.289,0.08,0.175
48393,0.173835362,0.214,0.192,0.083,0.141
48395,0.224294417,0.417,0.359,0.169,0.147
48397,0.142726664,0.309,0.273,0.141,0.103
48399,0.232673205,0.187,0.201,0.084,0.142
48401,0.225646467,0.409,0.3,0.157,0.153
48403,0.233561791,0.272,0.297,0.096,0.214
48405,0.252814901,0.36,0.285,0.227,0.222
48407,0.240235395,0.376,0.227,0.16,0.175
48409,0.249092339,0.407,0.328,0.098,0.155
48411,0.24905475,0.318,0.246,0.074,0.153
48413,0.216567812,0.235,0.202,0.136,0.118
48415,0.24351736,0.281,0.23,0.085,0.134
48417,0.193937859,0.261,0.201,0.109,0.151
48419,0.262804831,0.291,0.356,0.095,0.191
48421,0.218065038,0.289,0.267,0.067,0.139
48423,0.205981507,0.334,0.234,0.13,0.157
48425,0.210660463,0.288,0.237,0.061,0.177
48427,0.409951958,0.322,0.261,0.124,0.215
48429,0.243947957,0.348,0.291,0.136,0.177
48431,0.215401439,0.215,0.193,0.099,0.1
48433,0.209105021,0.202,0.212,0.102,0.157
48435,0.212639196,0.29,0.181,0.127,0.107
48437,0.291553297,0.196,0.191,0.084,0.17
48439,0.212865829,0.308,0.232,0.11,0.139
48441,0.197983512,0.31,0.25,0.087,0.158
48443,0.264190391,0.203,0.241,0.066,0.13
48445,0.293708491,0.37,0.256,0.201,0.15
48447,0.197006336,0.244,0.302,0.143,0.165
48449,0.262484706,0.337,0.294,0.099,0.165
48451,0.206612175,0.303,0.249,0.126,0.14
48453,0.161862531,0.229,0.154,0.07,0.129
48455,0.233717542,0.245,0.26,0.232,0.193
48457,0.216194896,0.42,0.36,0.115,0.19
48459,0.203088368,0.297,0.291,0.149,0.159
48461,0.255097322,0.239,0.195,0.065,0.133
48463,0.287912297,0.359,0.253,0.151,0.137
48465,0.299765669,0.267,0.185,0.078,0.148
48467,0.210445768,0.349,0.269,0.138,0.16
48469,0.227174031,0.369,0.288,0.167,0.145
48471,0.227459365,0.32,0.224,0.112,0.161
48473,0.230189581,0.348,0.308,0.126,0.149
48475,0.252120595,0.38,0.275,0.195,0.119
48477,0.204982258,0.362,0.365,0.148,0.154
48479,0.348570962,0.374,0.319,0.091,0.161
48481,0.253811813,0.37,0.24,0.15,0.152
48483,0.22363209,0.253,0.259,0.073,0.163
48485,0.223943309,0.358,0.302,0.171,0.172
48487,0.261312197,0.359,0.308,0.184,0.185
48489,0.373159107,0.376,0.262,0.188,0.21
48491,0.145843974,0.312,0.192,0.086,0.112
48493,0.194242432,0.349,0.32,0.09,0.114
48495,0.271890317,0.376,0.215,0.074,0.12
48497,0.19761649,0.449,0.279,0.163,0.146
48499,0.204836503,0.33,0.307,0.209,0.168
48501,0.245355464,0.296,0.212,0.119,0.093
48503,0.212458755,0.355,0.35,0.141,0.14
48505,0.397137614,0.301,0.182,0.117,0.208
48507,0.399013486,0.285,0.245,0.085,0.225
49001,0.166836187,0.269,0.191,0.1,0.114
49003,0.16056636,0.342,0.183,0.1,0.116
49005,0.149710508,0.245,0.139,0.059,0.119
49007,0.18403184,0.303,0.225,0.109,0.148
49009,0.135410685,0.283,0.2,0.142,0.093
49011,0.124217129,0.267,0.16,0.083,0.095
49013,0.184509815,0.316,0.224,0.09,0.136
49015,0.171747013,0.315,0.192,0.118,0.141
49017,0.174654795,0.207,0.25,0.091,0.17
