Delta,Feature,Mu_star,Morris_sensitivity
0.001,AGE5064,0.3126542568206787,0.05753240941982975
0.001,VaccinationFull,1.0623395442962646,0.3242034513983474
0.002,AGE5064,0.1695568561553955,0.031200644979116128
0.002,VaccinationFull,0.9305423498153687,0.28398174868122683
0.003,AGE5064,0.1242963473002116,0.02287212851340317
0.003,VaccinationFull,0.8872543176015218,0.2707711612345657
0.004,AGE5064,0.09566688537597656,0.017603938847144396
0.004,VaccinationFull,0.8612114787101746,0.26282344028403004
0.005,AGE5064,0.07778339385986328,0.014313146115826523
0.005,VaccinationFull,0.8429683685302735,0.2572560307713942
0.006,AGE5064,0.06702478726704915,0.012333423960181385
0.006,VaccinationFull,0.8409180641174316,0.2566303214389783
0.007,AGE5064,0.060345241001674106,0.011104301432357754
0.007,VaccinationFull,0.8332367624555316,0.25428615141971245
0.008,AGE5064,0.05358681082725525,0.009860663249452705
0.008,VaccinationFull,0.8263437747955322,0.2521825580800723
0.009,AGE5064,0.048585229449801974,0.008940307868782879
0.009,VaccinationFull,0.8200346628824869,0.25025715120950087
0.01,AGE5064,0.04492077827453613,0.008266001664037077
0.01,VaccinationFull,0.8152822494506836,0.24880681563145068
