Delta,Feature,Mu_star,Morris_sensitivity
2e-06,AGE517,3.1448389462267186e-05,2.6773760608436422e-06
2e-06,VaccinationFull,0.0638473779696438,0.011835212125226532
4e-06,AGE517,3.0495407963410604e-05,2.596243452939289e-06
4e-06,VaccinationFull,0.03207795286494931,0.005946201532037813
6e-06,AGE517,3.335435245998034e-05,2.839641276652347e-06
6e-06,VaccinationFull,0.021418338601926566,0.003970258275042254
8e-06,AGE517,3.025716258869646e-05,2.575960300963201e-06
8e-06,VaccinationFull,0.016093058132534768,0.002983125741400176
1e-05,AGE517,0.022557834463134363,0.0019204737351823538
1e-05,VaccinationFull,0.012895983887901972,0.0023904929181177916
2e-05,AGE517,0.011293974339249115,0.0009615187627960656
2e-05,VaccinationFull,0.012505166175220888,0.002318048118049798
4e-05,AGE517,0.010958107922245849,0.0009329245892977753
4e-05,VaccinationFull,0.006308451627980911,0.0011693802560597346
6e-05,AGE517,0.015415230187691796,0.001312384162834164
6e-05,VaccinationFull,0.005004034376883493,0.0009275840326677132
8e-05,AGE517,0.014204129679113666,0.0012092764500263842
8e-05,VaccinationFull,0.005048907893210903,0.0009359021124609385
0.0001,AGE517,0.012323318245609073,0.001049152526571794
0.0001,VaccinationFull,0.004922778409383487,0.0009125218383790094
