Delta,Feature,Mu_star,Morris_sensitivity
2e-06,AGE6574,1.9536120726559918e-05,1.6920906190720832e-06
2e-06,VaccinationFull,0.0008791254326951963,0.00016296105355455767
4e-06,AGE6574,2.4301028220842824e-05,2.1047956481140547e-06
4e-06,VaccinationFull,0.0005216382479366213,9.669464139775177e-05
6e-06,AGE6574,2.5730500469127694e-05,2.228607156826646e-06
6e-06,VaccinationFull,0.0003996963236454311,7.409060366215796e-05
8e-06,AGE6574,1.1554900673636048e-05,1.0008096954267809e-06
8e-06,VaccinationFull,0.00033860623881247905,6.276650335078999e-05
1e-05,AGE6574,1.620068548056188e-05,1.4031970987427029e-06
1e-05,VaccinationFull,0.0003097666362033317,5.742058586223193e-05
2e-05,AGE6574,-0.00021139512098386113,-1.830965861344706e-05
2e-05,VaccinationFull,0.0002175656761889575,4.032954853821735e-05
4e-05,AGE6574,-0.00011956344130029383,-1.0355800941235669e-05
4e-05,VaccinationFull,0.0001965762586766413,3.643879818099336e-05
6e-05,AGE6574,-6.738373348165076e-05,-5.8363369523685454e-06
6e-05,VaccinationFull,0.00019256579486895317,3.5695389580767056e-05
8e-05,AGE6574,6.271809489349875e-06,5.432229944764949e-07
8e-05,VaccinationFull,0.00018801729359003562,3.485224646041139e-05
0.0001,AGE6574,-1.092116797689642e-05,-9.459199265641985e-07
0.0001,VaccinationFull,0.00018626976376650734,3.452831168322366e-05
0.0002,AGE6574,1.406838937687028e-05,1.2185115982464207e-06
0.0002,VaccinationFull,0.00018210046970900981,3.375546115823593e-05
0.0004,AGE6574,2.299067865991502e-07,1.991301765127512e-08
0.0004,VaccinationFull,0.00018253169383724243,3.3835395983963234e-05
0.0006,AGE6574,5.150070850070775e-06,4.4606535222286416e-07
0.0006,VaccinationFull,0.00016365948355488594,3.0337106483809208e-05
0.0008,AGE6574,2.5355264003952914e-06,2.1961066357895905e-07
0.0008,VaccinationFull,0.00016363228387460604,3.0332064554193805e-05
0.001,AGE6574,2.6626303078052883e-06,2.3061957022865367e-07
0.001,VaccinationFull,0.00017010005018465834,3.1530976532885504e-05
0.002,AGE6574,-8.852959879002926e-06,-7.667853087085309e-07
0.002,VaccinationFull,0.00017689909668825061,3.279129700614837e-05
0.004,AGE6574,-2.567451280606987e-05,-2.2237578727354028e-06
0.004,VaccinationFull,0.000184123530308395,3.413047031440355e-05
0.006,AGE6574,-4.66341496465468e-05,-4.039144119233775e-06
0.006,VaccinationFull,0.00018980095729539552,3.5182879275482335e-05
0.008,AGE6574,-4.743560708708519e-05,-4.108561105118634e-06
0.008,VaccinationFull,0.00019022005076329895,3.5260565474205985e-05
0.01,AGE6574,-4.491535221520907e-05,-3.890273161157754e-06
0.01,VaccinationFull,0.00022941318983181745,4.2525689422599945e-05
