Delta,Feature,Mu_star,Morris_sensitivity
0.001,AGE2029,0.38594937324523926,0.05857439997617042
0.001,VaccinationFull,0.896345853805542,0.2735457048648782
0.002,AGE2029,0.2072923183441162,0.031460144797179526
0.002,VaccinationFull,0.7453227043151855,0.22745664928118853
0.003,AGE2029,0.15668114026387533,0.023779035321057875
0.003,VaccinationFull,0.6927346388498942,0.21140788933645374
0.004,AGE2029,0.12516731023788452,0.018996274128308083
0.004,VaccinationFull,0.6621515154838562,0.20207457005727814
0.005,AGE2029,0.10739970207214355,0.01629973655248804
0.005,VaccinationFull,0.6427186012268067,0.1961440576267754
0.006,AGE2029,0.09395297368367513,0.014258966177932727
0.006,VaccinationFull,0.6290614604949951,0.1919761885257345
0.007,AGE2029,0.08498059000287737,0.012897253925261788
0.007,VaccinationFull,0.6251163482666016,0.19077222411768238
0.008,AGE2029,0.07982423901557922,0.012114689718438714
0.008,VaccinationFull,0.6181471943855286,0.18864538646610388
0.009,AGE2029,0.0746267901526557,0.011325888208041833
0.009,VaccinationFull,0.6116737789577908,0.18666983765473194
0.01,AGE2029,0.07083332538604736,0.010750165230008553
0.01,VaccinationFull,0.6083478927612305,0.1856548478714068
