Delta,Feature,Mu_star,Morris_sensitivity
2e-06,AGE6574,1.9536120726559918e-05,1.6920906190720832e-06
2e-06,VaccinationFull,0.04373756238077223,0.008107511147331383
4e-06,AGE6574,2.5254009719699406e-05,2.187336653922449e-06
4e-06,VaccinationFull,0.02207331484457821,0.004091669412277233
6e-06,AGE6574,2.5730500469127694e-05,2.228607156826646e-06
6e-06,VaccinationFull,0.014770022005403437,0.0027378781883779946
8e-06,AGE6574,0.010358432401821611,0.0008971794626343419
8e-06,VaccinationFull,0.011130168731864407,0.002063168639341913
1e-05,AGE6574,0.008292940301199855,0.000718280086645228
1e-05,VaccinationFull,0.008946447364040756,0.001658378240229977
2e-05,AGE6574,0.008855699700812139,0.0007670226141002301
2e-05,VaccinationFull,0.008975751545130596,0.0016638102753484623
4e-05,AGE6574,0.006344653012668725,0.0005495322226079741
4e-05,VaccinationFull,0.004592012825852851,0.0008512087356440678
6e-05,AGE6574,0.004609738281731583,0.0003992652897712196
6e-05,VaccinationFull,0.0048266130463338695,0.0008946959306129493
8e-05,AGE6574,0.0048967107917091395,0.0004241209660265587
8e-05,VaccinationFull,0.0036769540345163937,0.0006815868146362944
0.0001,AGE6574,0.005699448801136612,0.0004936488663879733
0.0001,VaccinationFull,0.0029852621942431834,0.0005533698084686498
