Delta,Feature,Mu_star,Morris_sensitivity
2e-06,AGE4049,-4.955503794054223e-05,-3.0734322688212283e-06
2e-06,VaccinationFull,0.0016381751965344634,0.00030366401198946843
4e-06,AGE4049,-4.002522295197642e-05,-2.482387601740223e-06
4e-06,VaccinationFull,0.0004158573015635407,7.708631950663426e-05
6e-06,AGE4049,-3.8119259954263246e-05,-2.3641786683240213e-06
6e-06,VaccinationFull,-2.10450080997495e-05,-3.9010550308904946e-06
8e-06,AGE4049,-3.8714873391048614e-05,-2.4011189600165844e-06
8e-06,VaccinationFull,-0.00021853056995654982,-4.0508408231143096e-05
1e-05,AGE4049,-3.7547471054949304e-05,-2.3287159882991617e-06
1e-05,VaccinationFull,-0.00035045894620450776,-6.496360698611227e-05
2e-05,AGE4049,1.8058999403332216e-05,1.1200296441185052e-06
2e-05,VaccinationFull,-0.0006658005241761505,-0.00012341760440747067
4e-05,AGE4049,8.745987705756274e-05,5.424312432135927e-06
4e-05,VaccinationFull,-0.0007540227864327985,-0.00013977112151621122
6e-05,AGE4049,1.1578725211107461e-05,7.181192705034215e-07
6e-05,VaccinationFull,-0.0007884174770290306,-0.00014614677032330056
8e-05,AGE4049,-3.23835025580202e-05,-2.0084436593246417e-06
8e-05,VaccinationFull,-0.0008009094761765424,-0.00014846237770578766
0.0001,AGE4049,2.587344769395618e-06,1.6046862711249297e-07
0.0001,VaccinationFull,-0.0008110158449719162,-0.0001503357673783579
0.0002,AGE4049,-7.780617447414557e-05,-4.8255841843828684e-06
0.0002,VaccinationFull,-0.0008018291033229389,-0.00014863284645015635
0.0004,AGE4049,-1.664620433127733e-05,-1.032407272223746e-06
0.0004,VaccinationFull,-0.0007767275706430565,-0.00014397984466085875
0.0006,AGE4049,-7.884333600540116e-06,-4.889909545650185e-07
0.0006,VaccinationFull,-0.0007888669666359913,-0.00014623009097037545
0.0008,AGE4049,9.816900665096356e-06,6.088498876768206e-07
0.0008,VaccinationFull,-0.0007893700614522626,-0.00014632334826705727
0.001,AGE4049,7.28649654025742e-06,4.5191275245013677e-07
0.001,VaccinationFull,-0.0007840779169437374,-0.0001453423580549686
0.002,AGE4049,-9.040935479652387e-06,-5.607240756597499e-07
0.002,VaccinationFull,-0.0007590895508168443,-0.0001407103336370635
0.004,AGE4049,-1.8461514963911765e-05,-1.1449938932443394e-06
0.004,VaccinationFull,-0.0007119659260479473,-0.00013197515745622422
0.006,AGE4049,-2.312822565624999e-05,-1.4344260040277946e-06
0.006,VaccinationFull,-0.0006615784984757162,-0.00012263497916346214
0.008,AGE4049,-1.707290179739037e-05,-1.0588712971922984e-06
0.008,VaccinationFull,-0.0006083380031261584,-0.00011276593557621037
0.01,AGE4049,4.3632257925148575e-06,2.7060980082303833e-07
0.01,VaccinationFull,-0.0002807394391861345,-5.203989451633815e-05
