Delta,Feature,Mu_star,Morris_sensitivity
0.0002,AGE3039,0.003962006286773753,0.0003410024862467598
0.0002,VaccinationFull,0.0024219071811941153,0.0004489422455323065
0.0004,AGE3039,0.003176755487850298,0.00027341741560867186
0.0004,VaccinationFull,0.0026086045954082345,0.0004835498295979503
0.0006,AGE3039,0.002924442120834908,0.0002517012750379811
0.0006,VaccinationFull,0.0025920167611937625,0.0004804749885806777
0.0008,AGE3039,0.0034377842677483575,0.0002958836754993593
0.0008,VaccinationFull,0.0024513644349372092,0.00045440265530578063
0.001,AGE3039,0.0037946708359172785,0.00032660023631349543
0.001,VaccinationFull,0.002260636028105614,0.0004190478572711351
0.002,AGE3039,0.003452513549794685,0.0002971513973137326
0.002,VaccinationFull,0.0017155784980799672,0.0003180120482301965
0.004,AGE3039,0.0032790482836921897,0.00028222156562318927
0.004,VaccinationFull,0.0013976053808219193,0.0002590702496389094
0.006,AGE3039,0.0033312262443780847,0.0002867124253122749
0.006,VaccinationFull,0.0011700725902591082,0.00021689312463565635
0.008,AGE3039,0.003065160639598069,0.00026381265530494013
0.008,VaccinationFull,0.0011094422395842296,0.0002056542439755104
0.01,AGE3039,0.0027846552050189784,0.00023967007609790723
0.01,VaccinationFull,0.0029269738432508197,0.0005425650578216887
