Delta,Feature,Mu_star,Morris_sensitivity
-0.001,AGE6574,-8.489302139039255e-05,-7.352876608920477e-06
-0.001,VaccinationFull,0.00018007919594993502,3.338078322372188e-05
-0.0008,AGE6574,-0.00011125344263026443,-9.63604337058647e-06
-0.0008,VaccinationFull,0.0001708082345609961,3.166225071491556e-05
-0.0006,AGE6574,-0.000192242575310591,-1.665079074921286e-05
-0.0006,VaccinationFull,0.0001654320291427592,3.066567836414686e-05
-0.0004,AGE6574,-0.00024000600803328283,-2.0787745960329578e-05
-0.0004,VaccinationFull,0.00017322463827403433,3.211017279775489e-05
-0.0002,AGE6574,-5.746001947355756e-05,-4.976809945217133e-06
-0.0002,VaccinationFull,0.00017168438192650737,3.182465973238084e-05
0.0002,AGE6574,-7.600265698755948e-05,-6.582851565733965e-06
0.0002,VaccinationFull,0.0001717367959089445,3.1834375567552115e-05
0.0004,AGE6574,-2.6361850712120178e-05,-2.283290573174707e-06
0.0004,VaccinationFull,0.0001904878981258213,3.531021560007555e-05
0.0006,AGE6574,-2.8581503453206966e-06,-2.4755423325367585e-07
0.0006,VaccinationFull,0.0001804510175647389,3.34497067695884e-05
0.0008,AGE6574,-1.7321034355155147e-05,-1.5002343686961963e-06
0.0008,VaccinationFull,0.00018978983917790885,3.518081834074903e-05
0.001,AGE6574,-3.128161769996728e-06,-2.7094085156605426e-07
0.001,VaccinationFull,0.00018368766039535548,3.4049674312376985e-05
