Delta,Feature,Mu_star,Morris_sensitivity
0.0002,AGE517,0.008662935368130922,0.0007375238022633332
0.0002,VaccinationFull,0.0047789949432897535,0.0008858690943598465
0.0004,AGE517,0.008292329201813713,0.0007059720409596495
0.0004,VaccinationFull,0.0038691930361463636,0.0007172216274568648
0.0006,AGE517,0.00828128533746884,0.0007050318154497981
0.0006,VaccinationFull,0.003171952064020437,0.0005879759940428676
0.0008,AGE517,0.007645708025915488,0.0006509215888892286
0.0008,VaccinationFull,0.002608575410349832,0.00048354441964427536
0.001,AGE517,0.00840589529229633,0.0007156405529941556
0.001,VaccinationFull,0.0023589394051479165,0.0004372700827864089
0.002,AGE517,0.007007944813049136,0.0005966252644092786
0.002,VaccinationFull,0.0015473586803925528,0.00028682960520263687
0.004,AGE517,0.0053039567142036375,0.00045155529351982154
0.004,VaccinationFull,0.0011657960857829894,0.00021610040081145466
0.006,AGE517,0.0043138029013421566,0.00036725800006734893
0.006,VaccinationFull,0.0009309376867309052,0.00017256534799387337
0.008,AGE517,0.003612162490126758,0.00030752345491480464
0.008,VaccinationFull,0.0008624418834014324,0.00015986847009737563
0.01,AGE517,0.0030373960001196317,0.00025859039133879584
0.01,VaccinationFull,0.0027316768669382436,0.0005063633966794938
