Delta,Feature,Mu_star,Morris_sensitivity
2e-06,AGE517,-2.9542426464554022e-05,-2.5151108450349364e-06
2e-06,VaccinationFull,-0.0003597505158183595,-6.66859595846564e-05
4e-06,AGE517,-3.0495407963410604e-05,-2.596243452939289e-06
4e-06,VaccinationFull,-0.00019238314008167235,-3.566153136729141e-05
6e-06,AGE517,-3.335435245998034e-05,-2.839641276652347e-06
6e-06,VaccinationFull,-0.0001409618467058693,-2.6129708225775955e-05
8e-06,AGE517,-3.025716258869646e-05,-2.575960300963201e-06
8e-06,VaccinationFull,-0.00011739540839039512,-2.176126263929764e-05
1e-05,AGE517,-0.0006529829230165295,-5.559206293606253e-05
1e-05,VaccinationFull,-0.0001104982047924206,-2.0482747056532204e-05
2e-05,AGE517,-0.0003415485691901987,-2.9077926672920035e-05
2e-05,VaccinationFull,-2.4729869895328283e-05,-4.584107685355849e-06
4e-05,AGE517,-0.00034187020044606283,-2.9105308928087755e-05
4e-05,VaccinationFull,-3.340200153492317e-05,-6.191636777330347e-06
6e-05,AGE517,-0.000436934075713252,-3.719862461907988e-05
6e-05,VaccinationFull,-4.964239457793741e-05,-9.202073584187352e-06
8e-05,AGE517,-0.0003525555055019922,-3.001500829421531e-05
8e-05,VaccinationFull,-8.305233762535106e-05,-1.539518245775577e-05
0.0001,AGE517,-0.00031617067187564795,-2.6917365324427122e-05
0.0001,VaccinationFull,-7.073981666012402e-05,-1.311284445024912e-05
0.0002,AGE517,-0.00015934803642380892,-1.3566183367686825e-05
0.0002,VaccinationFull,-7.015611549207436e-05,-1.3004645376750835e-05
0.0004,AGE517,-7.826598804734386e-05,-6.663218255664732e-06
0.0004,VaccinationFull,-4.734292963632138e-05,-8.775828118453636e-06
0.0006,AGE517,-6.94914108966219e-05,-5.916189768385405e-06
0.0006,VaccinationFull,-4.289766801977996e-05,-7.9518222491929e-06
0.0008,AGE517,-7.443619364881399e-05,-6.337166587649115e-06
0.0008,VaccinationFull,-4.055591452415217e-05,-7.517737870991452e-06
0.001,AGE517,-6.166028542976794e-05,-5.249482562931385e-06
0.001,VaccinationFull,-2.987930542439982e-05,-5.5386443280464204e-06
0.002,AGE517,-5.134711964914203e-05,-4.3714654801904805e-06
0.002,VaccinationFull,-3.4289465555733365e-05,-6.35614353193488e-06
0.004,AGE517,-3.646619442180916e-05,-3.1045696661880237e-06
0.004,VaccinationFull,-3.2748732717456986e-05,-6.070542140786554e-06
0.006,AGE517,-3.43035220328415e-05,-2.9204493541250827e-06
0.006,VaccinationFull,-2.591553771015568e-05,-4.803891653699981e-06
0.008,AGE517,-3.4055865965826145e-05,-2.899365017645939e-06
0.008,VaccinationFull,-2.057439406956416e-05,-3.8138186078223547e-06
0.01,AGE517,-3.660368582755669e-05,-3.116275073193424e-06
0.01,VaccinationFull,0.00022163400185665118,4.1083682831634246e-05
